quest_id,gmd_idx,type_name,en_text,source_file,entry_index,prompt
q10310100,14,QUEST_TEXT_TYPE_PURPOSE,Unused,q10310100_00.qtd.json,14,
q10310100,15,QUEST_TEXT_TYPE_PURPOSE,Check the infiltration results with Sonel,q10310100_00.qtd.json,15,
q10310100,16,QUEST_TEXT_TYPE_PURPOSE,Check on Sonel,q10310100_00.qtd.json,16,
q10310100,17,QUEST_TEXT_TYPE_PURPOSE,"Move to the designated location,
being wary of the guards",q10310100_00.qtd.json,17,
q10310100,18,QUEST_TEXT_TYPE_PURPOSE,"Send a signal to Sonel with emote ""Beckon""",q10310100_00.qtd.json,18,
q10310100,19,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310100_00.qtd.json,19,
q10310100,20,QUEST_TEXT_TYPE_PURPOSE,Head further to the back door,q10310100_00.qtd.json,20,
q10310100,21,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310100_00.qtd.json,21,
q10310100,22,QUEST_TEXT_TYPE_PURPOSE,Pull the lever,q10310100_00.qtd.json,22,
q10310100,23,QUEST_TEXT_TYPE_PURPOSE,Defeat the guards,q10310100_00.qtd.json,23,
q10310100,24,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310100_00.qtd.json,24,
q10310100,25,QUEST_TEXT_TYPE_PURPOSE,Check on Sonel,q10310100_00.qtd.json,25,
q10310100,26,QUEST_TEXT_TYPE_PURPOSE,Proceed undetected by the guards.,q10310100_00.qtd.json,26,
q10310100,27,QUEST_TEXT_TYPE_PURPOSE,Check on Sonel,q10310100_00.qtd.json,27,
q10310100,28,QUEST_TEXT_TYPE_PURPOSE,"Hand over the necessary items for constructing
the medium-sized tent.",q10310100_00.qtd.json,28,
q10310100,29,QUEST_TEXT_TYPE_PURPOSE,1-2 Think about what to do next,q10310100_00.qtd.json,29,
q10310100,30,QUEST_TEXT_TYPE_PURPOSE,1-2 Build a large tent,q10310100_00.qtd.json,30,
q10310100,31,QUEST_TEXT_TYPE_PURPOSE,"Search for the necessary items
for constructing the large tent.",q10310100_00.qtd.json,31,
q10310100,32,QUEST_TEXT_TYPE_PURPOSE,"Hand over the necessary items
for constructing the large tent.",q10310100_00.qtd.json,32,
q10310100,33,QUEST_TEXT_TYPE_PURPOSE,1-2 Think about what to do next,q10310100_00.qtd.json,33,
q10310100,34,QUEST_TEXT_TYPE_PURPOSE,Find a detour to the back gate and proceed,q10310100_00.qtd.json,34,
q10310101,0,QUEST_TEXT_TYPE_NAME,Capture the Barracks and the Assembly Hall,q10310101_00.qtd.json,0,
q10310101,1,QUEST_TEXT_TYPE_ORDER,"Infiltrate the ""Barracks"" and ""Assembly Hall""
located in the ""First Defense Area""
in order to capture them.",q10310101_00.qtd.json,1,
q10310101,2,QUEST_TEXT_TYPE_PURPOSE,"When ready, speak with Sonel",q10310101_00.qtd.json,2,
q10310101,3,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310101_00.qtd.json,3,
q10310101,4,QUEST_TEXT_TYPE_PURPOSE,"Sneak in and look for things that could
be used in the operation.",q10310101_00.qtd.json,4,
q10310101,5,QUEST_TEXT_TYPE_PURPOSE,Consult with Sonel,q10310101_00.qtd.json,5,
q10310101,6,QUEST_TEXT_TYPE_PURPOSE,Find countermeasures against surveillance.,q10310101_00.qtd.json,6,
q10310101,7,QUEST_TEXT_TYPE_PURPOSE,Alter the post on the bulletin board in the tent,q10310101_00.qtd.json,7,
q10310101,8,QUEST_TEXT_TYPE_PURPOSE,Head to the powder kegs,q10310101_00.qtd.json,8,
q10310101,9,QUEST_TEXT_TYPE_PURPOSE,Confirm results of the tactics with Sonel,q10310101_00.qtd.json,9,
q10310101,10,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310101_00.qtd.json,10,
q10310101,11,QUEST_TEXT_TYPE_PURPOSE,"Proceed with the mission without
being detected by the enemy.",q10310101_00.qtd.json,11,
q10310101,12,QUEST_TEXT_TYPE_PURPOSE,Find what you need and give it to Sonel,q10310101_00.qtd.json,12,
q10310101,13,QUEST_TEXT_TYPE_PURPOSE,Give Sonel what he needs.,q10310101_00.qtd.json,13,
q10310101,14,QUEST_TEXT_TYPE_PURPOSE,Confirm the next strategy with Sonel,q10310101_00.qtd.json,14,
q10310101,15,QUEST_TEXT_TYPE_PURPOSE,"Proceed with the mission without
being detected by the enemy.",q10310101_00.qtd.json,15,
q10310101,16,QUEST_TEXT_TYPE_PURPOSE,Find what you need and give it to Sonel,q10310101_00.qtd.json,16,
q10310101,17,QUEST_TEXT_TYPE_PURPOSE,Give Sonel what he needs.,q10310101_00.qtd.json,17,
q10310101,18,QUEST_TEXT_TYPE_PURPOSE,Confirm the next strategy with Sonel,q10310101_00.qtd.json,18,
q10310101,19,QUEST_TEXT_TYPE_PURPOSE,"Proceed with the mission without
being detected by the enemy.",q10310101_00.qtd.json,19,
q10310101,20,QUEST_TEXT_TYPE_PURPOSE,Find what you need and give it to Sonel,q10310101_00.qtd.json,20,
q10310101,21,QUEST_TEXT_TYPE_PURPOSE,Give Sonel what he needs.,q10310101_00.qtd.json,21,
q10310101,22,QUEST_TEXT_TYPE_PURPOSE,Confirm the next strategy with Sonel,q10310101_00.qtd.json,22,
q10310101,23,QUEST_TEXT_TYPE_PURPOSE,Defeat the enemy guarding the First Gate,q10310101_00.qtd.json,23,
q10310101,24,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310101_00.qtd.json,24,
q10310101,25,QUEST_TEXT_TYPE_PURPOSE,Confirm strategy with Sonel in front of tent.,q10310101_00.qtd.json,25,
q10310101,26,QUEST_TEXT_TYPE_PURPOSE,Confirm strategy with Sonel in front of tent.,q10310101_00.qtd.json,26,
q10310101,27,QUEST_TEXT_TYPE_PURPOSE,Confirm strategy with Sonel in front of tent.,q10310101_00.qtd.json,27,
q10310101,28,QUEST_TEXT_TYPE_PURPOSE,Defeat the guards,q10310101_00.qtd.json,28,
q10310101,29,QUEST_TEXT_TYPE_PURPOSE,Rendezvous with Sonel,q10310101_00.qtd.json,29,
q10310101,30,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310101_00.qtd.json,30,
q10310101,31,QUEST_TEXT_TYPE_PURPOSE,Consult with Sonel,q10310101_00.qtd.json,31,
q10310101,32,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310101_00.qtd.json,32,
q10310101,33,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310101_00.qtd.json,33,
q10310200,0,QUEST_TEXT_TYPE_NAME,Recapture! First Gate,q10310200_00.qtd.json,0,
q10310200,1,QUEST_TEXT_TYPE_ORDER,"Eliminate the remnants in the ""First Defense Area""
and seize control of the ""First Gate.""",q10310200_00.qtd.json,1,
q10310200,2,QUEST_TEXT_TYPE_PURPOSE,When ready speak with Sonel,q10310200_00.qtd.json,2,
q10310200,3,QUEST_TEXT_TYPE_PURPOSE,Defeat the enemy guarding the First Gate,q10310200_00.qtd.json,3,
q10310200,4,QUEST_TEXT_TYPE_PURPOSE,Confirm situation with Sonel,q10310200_00.qtd.json,4,
q10310200,5,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310200_00.qtd.json,5,
q10310300,0,QUEST_TEXT_TYPE_NAME,Infiltrate the Second Defense Area,q10310300_00.qtd.json,0,
q10310300,1,QUEST_TEXT_TYPE_ORDER,"Infiltrate the exterior of Lookout Castle, which has been occupied by the demon army, and examine the enemy's forces in the ""Second Defense Area.""",q10310300_00.qtd.json,1,
q10310300,2,QUEST_TEXT_TYPE_PURPOSE,When ready speak with Sonel,q10310300_00.qtd.json,2,
q10310300,3,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310300_00.qtd.json,3,
q10310300,4,QUEST_TEXT_TYPE_PURPOSE,"Move to the designated location,
being wary of the guards",q10310300_00.qtd.json,4,
q10310300,5,QUEST_TEXT_TYPE_PURPOSE,"Send a signal to Sonel with emote ""Beckon""",q10310300_00.qtd.json,5,
q10310300,6,QUEST_TEXT_TYPE_PURPOSE,Check on Sonel,q10310300_00.qtd.json,6,
q10310300,7,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310300_00.qtd.json,7,
q10310300,8,QUEST_TEXT_TYPE_PURPOSE,Defeat the enemy encountered,q10310300_00.qtd.json,8,
q10310300,9,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310300_00.qtd.json,9,
q10310300,10,QUEST_TEXT_TYPE_PURPOSE,Check on Sonel,q10310300_00.qtd.json,10,
q10310300,11,QUEST_TEXT_TYPE_PURPOSE,"Move to the designated location,
being wary of the guards",q10310300_00.qtd.json,11,
q10310300,12,QUEST_TEXT_TYPE_PURPOSE,"Send a signal to Sonel with emote ""Beckon""",q10310300_00.qtd.json,12,
q10310300,13,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310300_00.qtd.json,13,
q10310300,14,QUEST_TEXT_TYPE_PURPOSE,Proceed forward without being detected by the enemy.,q10310300_00.qtd.json,14,
q10310300,15,QUEST_TEXT_TYPE_PURPOSE,"Send a signal to Sonel with emote ""Beckon""",q10310300_00.qtd.json,15,
q10310300,16,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310300_00.qtd.json,16,
q10310300,17,QUEST_TEXT_TYPE_PURPOSE,Climb the siege tower and see what's beyond the wall.,q10310300_00.qtd.json,17,
q10310300,18,QUEST_TEXT_TYPE_PURPOSE,Report to Sonel,q10310300_00.qtd.json,18,
q10310300,19,QUEST_TEXT_TYPE_PURPOSE,Check the infiltration results with Sonel,q10310300_00.qtd.json,19,
q10310300,20,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310300_00.qtd.json,20,
q10310300,21,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310300_00.qtd.json,21,
q10310301,0,QUEST_TEXT_TYPE_NAME,Capture the Isolation Barracks,q10310301_00.qtd.json,0,
q10310301,1,QUEST_TEXT_TYPE_ORDER,"Infiltrate the ""Isolation Barracks"" located
in the ""Second Defense Area"" in order to capture it.",q10310301_00.qtd.json,1,
q10310301,2,QUEST_TEXT_TYPE_PURPOSE,When ready speak with Sonel,q10310301_00.qtd.json,2,
q10310301,3,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310301_00.qtd.json,3,
q10310301,4,QUEST_TEXT_TYPE_PURPOSE,Pull the lever to open the gate,q10310301_00.qtd.json,4,
q10310301,5,QUEST_TEXT_TYPE_PURPOSE,Fight against attacking enemies,q10310301_00.qtd.json,5,
q10310301,6,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310301_00.qtd.json,6,
q10310302,0,QUEST_TEXT_TYPE_NAME,Capture the Large Training Area,q10310302_00.qtd.json,0,
q10310302,1,QUEST_TEXT_TYPE_ORDER,"Infiltrate the ""Large Training Area"" located in the ""Second Defense Area"" in order to capture it.",q10310302_00.qtd.json,1,
q10310302,2,QUEST_TEXT_TYPE_PURPOSE,When ready speak with Sonel,q10310302_00.qtd.json,2,
q10310302,3,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310302_00.qtd.json,3,
q10310302,4,QUEST_TEXT_TYPE_PURPOSE,"Sneak in and look for things that could
be used in the operation.",q10310302_00.qtd.json,4,
q10310302,5,QUEST_TEXT_TYPE_PURPOSE,Consult with Sonel,q10310302_00.qtd.json,5,
q10310302,6,QUEST_TEXT_TYPE_PURPOSE,Find a cannon,q10310302_00.qtd.json,6,
q10310302,7,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310302_00.qtd.json,7,
q10310302,8,QUEST_TEXT_TYPE_PURPOSE,Talk to Sonel and operate the cannon.,q10310302_00.qtd.json,8,
q10310302,9,QUEST_TEXT_TYPE_PURPOSE,"Search for a person who has information
on the secret passage to the tower.",q10310302_00.qtd.json,9,
q10310302,10,QUEST_TEXT_TYPE_PURPOSE,Search for a way to climb to the top of the tower.,q10310302_00.qtd.json,10,
q10310302,11,QUEST_TEXT_TYPE_PURPOSE,Emote [Beckon] between the bonfires on the tower,q10310302_00.qtd.json,11,
q10310302,12,QUEST_TEXT_TYPE_PURPOSE,Question Sonel,q10310302_00.qtd.json,12,
q10310302,13,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310302_00.qtd.json,13,
q10310302,14,QUEST_TEXT_TYPE_PURPOSE,Defeat the enemy guarding the Second Gate,q10310302_00.qtd.json,14,
q10310302,15,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310302_00.qtd.json,15,
q10310302,16,QUEST_TEXT_TYPE_PURPOSE,Wait for Sonel to fire the cannon.,q10310302_00.qtd.json,16,
q10310400,0,QUEST_TEXT_TYPE_NAME,Recapture! Second Gate,q10310400_00.qtd.json,0,
q10310400,1,QUEST_TEXT_TYPE_ORDER,"Eliminate the remnants in the ""Second Defense Area""
and seize control of the ""Second Gate.""",q10310400_00.qtd.json,1,
q10310400,2,QUEST_TEXT_TYPE_PURPOSE,When ready speak with Sonel,q10310400_00.qtd.json,2,
q10310400,3,QUEST_TEXT_TYPE_PURPOSE,Defeat the enemy guarding the Second Gate,q10310400_00.qtd.json,3,
q10310400,4,QUEST_TEXT_TYPE_PURPOSE,Confirm situation with Sonel,q10310400_00.qtd.json,4,
q10310400,5,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310400_00.qtd.json,5,
q10310500,0,QUEST_TEXT_TYPE_NAME,Rescue Prisoners from the First Defense Area,q10310500_00.qtd.json,0,
q10310500,1,QUEST_TEXT_TYPE_ORDER,"Infiltrate the ""First Defense Area"" and rescue
the captured prisoners in the ""First Prison Camp"".",q10310500_00.qtd.json,1,
q10310500,2,QUEST_TEXT_TYPE_PURPOSE,When ready speak with Sonel,q10310500_00.qtd.json,2,
q10310500,3,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel and rescue the prisoners,q10310500_00.qtd.json,3,
q10310500,4,QUEST_TEXT_TYPE_PURPOSE,Speak with the soldiers who were taken prisoner,q10310500_00.qtd.json,4,
q10310500,5,QUEST_TEXT_TYPE_PURPOSE,Defeat the guards,q10310500_00.qtd.json,5,
q10310500,6,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310500_00.qtd.json,6,
q10310500,7,QUEST_TEXT_TYPE_PURPOSE,Confirm results of the tactics with Sonel,q10310500_00.qtd.json,7,
q10310501,0,QUEST_TEXT_TYPE_NAME,Rescue Prisoners from the Second Defense Area,q10310501_00.qtd.json,0,
q10310501,1,QUEST_TEXT_TYPE_ORDER,"Infiltrate the ""Second Defense Area"" and rescue
the captured prisoners in the ""Second Prison Camp"".",q10310501_00.qtd.json,1,
q10310501,2,QUEST_TEXT_TYPE_PURPOSE,When ready speak with Sonel,q10310501_00.qtd.json,2,
q10310501,3,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel and rescue the prisoners,q10310501_00.qtd.json,3,
q10310501,4,QUEST_TEXT_TYPE_PURPOSE,Speak with the soldiers who were taken prisoner,q10310501_00.qtd.json,4,
q10310501,5,QUEST_TEXT_TYPE_PURPOSE,Defeat the guards,q10310501_00.qtd.json,5,
q10310501,6,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310501_00.qtd.json,6,
q10310501,7,QUEST_TEXT_TYPE_PURPOSE,Confirm results of the tactics with Sonel,q10310501_00.qtd.json,7,
q10310600,0,QUEST_TEXT_TYPE_NAME,Sonel's Memory Recovery Strategy,q10310600_00.qtd.json,0,
q10310600,1,QUEST_TEXT_TYPE_ORDER,"Sonel has forgotten something important.
To remind him of it, gather information
from inside Lookout Castle.",q10310600_00.qtd.json,1,
q10310600,2,QUEST_TEXT_TYPE_PURPOSE,Inquire details from Sonel,q10310600_00.qtd.json,2,
q10310600,3,QUEST_TEXT_TYPE_PURPOSE,Find someone who might be listening to you,q10310600_00.qtd.json,3,
q10310600,4,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310600_00.qtd.json,4,
q10310600,5,QUEST_TEXT_TYPE_PURPOSE,Hear information from Marcus,q10310600_00.qtd.json,5,
q10310600,6,QUEST_TEXT_TYPE_PURPOSE,"Find items that can be used
in the underground warehouse",q10310600_00.qtd.json,6,
q10310600,7,QUEST_TEXT_TYPE_PURPOSE,Deliver the found object to Sonel,q10310600_00.qtd.json,7,
q10310601,0,QUEST_TEXT_TYPE_NAME,I Need That Staff,q10310601_00.qtd.json,0,
q10310601,1,QUEST_TEXT_TYPE_ORDER,"In the recaptured ""First Defense Area"",
find Sonel's lost favored Archistaff.",q10310601_00.qtd.json,1,
q10310601,2,QUEST_TEXT_TYPE_PURPOSE,Inquire details from Sonel,q10310601_00.qtd.json,2,
q10310601,3,QUEST_TEXT_TYPE_PURPOSE,Search for Sonel's Staff in the First Defense Area.,q10310601_00.qtd.json,3,
q10310601,4,QUEST_TEXT_TYPE_PURPOSE,Deliver the found object to Sonel,q10310601_00.qtd.json,4,
q10310601,5,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310601_00.qtd.json,5,
q10310602,0,QUEST_TEXT_TYPE_NAME,Searching for a Map of the Old Well...,q10310602_00.qtd.json,0,
q10310602,1,QUEST_TEXT_TYPE_ORDER,"To find the ""Old Well Map"" necessary
to infiltrate the ""Second Defense Area"",
gather information in the Lookout Castle.",q10310602_00.qtd.json,1,
q10310602,2,QUEST_TEXT_TYPE_PURPOSE,Inquire details from Sonel,q10310602_00.qtd.json,2,
q10310602,3,QUEST_TEXT_TYPE_PURPOSE,Hear information from Samuel,q10310602_00.qtd.json,3,
q10310602,4,QUEST_TEXT_TYPE_PURPOSE,Report to Sonel,q10310602_00.qtd.json,4,
q10310602,5,QUEST_TEXT_TYPE_PURPOSE,Hear information from Ray,q10310602_00.qtd.json,5,
q10310602,6,QUEST_TEXT_TYPE_PURPOSE,"Search for an ""Old Well Map"" at the cathedral",q10310602_00.qtd.json,6,
q10310602,7,QUEST_TEXT_TYPE_PURPOSE,Deliver the found object to Sonel,q10310602_00.qtd.json,7,
q10310603,0,QUEST_TEXT_TYPE_NAME,"After All, This Is Not My Staff",q10310603_00.qtd.json,0,
q10310603,1,QUEST_TEXT_TYPE_ORDER,"In the recaptured ""Second Defense Area"",
find Sonel's lost favored Archistaff.",q10310603_00.qtd.json,1,
q10310603,2,QUEST_TEXT_TYPE_PURPOSE,Inquire details from Sonel,q10310603_00.qtd.json,2,
q10310603,3,QUEST_TEXT_TYPE_PURPOSE,Search for Sonel's Staff in the Second Defense Area.,q10310603_00.qtd.json,3,
q10310603,4,QUEST_TEXT_TYPE_PURPOSE,Deliver the found object to Sonel,q10310603_00.qtd.json,4,
q10310603,5,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310603_00.qtd.json,5,
q10310700,0,QUEST_TEXT_TYPE_NAME,The Best Strategy,q10310700_00.qtd.json,0,
q10310700,1,QUEST_TEXT_TYPE_ORDER,"In order to enter the Final Defense Area,
we need the ""key"" which Sonel has unfortunately lost. 
Search for the location of the ""key"" within Lookout Castle.",q10310700_00.qtd.json,1,
q10310700,2,QUEST_TEXT_TYPE_PURPOSE,Ask Sonel for a favor.,q10310700_00.qtd.json,2,
q10310700,3,QUEST_TEXT_TYPE_PURPOSE,Hear information from Mustafa,q10310700_00.qtd.json,3,
q10310700,4,QUEST_TEXT_TYPE_PURPOSE,Report to Sonel,q10310700_00.qtd.json,4,
q10310700,5,QUEST_TEXT_TYPE_PURPOSE,Hear information from Agis,q10310700_00.qtd.json,5,
q10310700,6,QUEST_TEXT_TYPE_PURPOSE,"Search for the ""key"" in the stew pot",q10310700_00.qtd.json,6,
q10310700,7,QUEST_TEXT_TYPE_PURPOSE,Deliver the found object to Sonel,q10310700_00.qtd.json,7,
q10310701,0,QUEST_TEXT_TYPE_NAME,"The Best Strategy, This Time!",q10310701_00.qtd.json,0,
q10310701,1,QUEST_TEXT_TYPE_ORDER,"Finally embark into the ""Final Defense Area""
and eliminate the last remnants outside the castle. 
It is the final mission of the Operation to Recapture Lookout Castle.",q10310701_00.qtd.json,1,
q10310701,2,QUEST_TEXT_TYPE_PURPOSE,When ready speak with Sonel,q10310701_00.qtd.json,2,
q10310701,3,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310701_00.qtd.json,3,
q10310701,4,QUEST_TEXT_TYPE_PURPOSE,Hear the plan from Sonel.,q10310701_00.qtd.json,4,
q10310701,5,QUEST_TEXT_TYPE_PURPOSE,Destroy the remnants in the Final Defense Area,q10310701_00.qtd.json,5,
q10310701,6,QUEST_TEXT_TYPE_PURPOSE,Rendezvous with Sonel,q10310701_00.qtd.json,6,
q10310701,7,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310701_00.qtd.json,7,
q10310702,0,QUEST_TEXT_TYPE_NAME,Finish the Recapture,q10310702_00.qtd.json,0,
q10310702,1,QUEST_TEXT_TYPE_ORDER,"You agree to accompany Sonel, 
who, having reclaimed the castle outskirts, 
says, ""There's something I want to show you.""",q10310702_00.qtd.json,1,
q10310702,2,QUEST_TEXT_TYPE_PURPOSE,Speak with Sonel,q10310702_00.qtd.json,2,
q10310702,3,QUEST_TEXT_TYPE_PURPOSE,"Find the ""Captain's Room.""",q10310702_00.qtd.json,3,
q10310702,4,QUEST_TEXT_TYPE_PURPOSE,"Tell Sonel your impressions of the ""room""",q10310702_00.qtd.json,4,
q10320100,0,QUEST_TEXT_TYPE_NAME,Interrogation: Skill Warm-Up,q10320100_00.qtd.json,0,
q10320100,1,QUEST_TEXT_TYPE_ORDER,"Interrogate the captured ""mysterious man""
and extract information",q10320100_00.qtd.json,1,
q10320100,2,QUEST_TEXT_TYPE_PURPOSE,Speak with Mephis and conduct an interrogation,q10320100_00.qtd.json,2,
q10320100,3,QUEST_TEXT_TYPE_PURPOSE,Report to Mephis,q10320100_00.qtd.json,3,
q10320101,0,QUEST_TEXT_TYPE_NAME,Interrogation: Suspicious Vagabond,q10320101_00.qtd.json,0,
q10320101,1,QUEST_TEXT_TYPE_ORDER,"Interrogate <NPC 691>
Extract information related to <NPC 681>",q10320101_00.qtd.json,1,
q10320101,2,QUEST_TEXT_TYPE_PURPOSE,Speak with Mephis and conduct an interrogation,q10320101_00.qtd.json,2,
q10320101,3,QUEST_TEXT_TYPE_PURPOSE,Report to Mephis,q10320101_00.qtd.json,3,
q10320200,0,QUEST_TEXT_TYPE_NAME,Undercover: Skill Warm-Up,q10320200_00.qtd.json,0,
q10320200,1,QUEST_TEXT_TYPE_ORDER,"Under the command of <NPC 681>, 
carry out missions and conduct undercover investigations.",q10320200_00.qtd.json,1,
q10320200,2,QUEST_TEXT_TYPE_PURPOSE,When ready speak with Mephis,q10320200_00.qtd.json,2,
q10320200,3,QUEST_TEXT_TYPE_PURPOSE,Speak with <NPC 681>,q10320200_00.qtd.json,3,
q10320200,4,QUEST_TEXT_TYPE_PURPOSE,Visit Erdogan,q10320200_00.qtd.json,4,
q10320200,5,QUEST_TEXT_TYPE_PURPOSE,Search for materials,q10320200_00.qtd.json,5,
q10320200,6,QUEST_TEXT_TYPE_PURPOSE,Collect materials again,q10320200_00.qtd.json,6,
q10320200,7,QUEST_TEXT_TYPE_PURPOSE,Visit Suleiman next,q10320200_00.qtd.json,7,
q10320200,8,QUEST_TEXT_TYPE_PURPOSE,Search for lost items left behind by craftsmen,q10320200_00.qtd.json,8,
q10320200,9,QUEST_TEXT_TYPE_PURPOSE,Defeat the attacking enemy,q10320200_00.qtd.json,9,
q10320200,10,QUEST_TEXT_TYPE_PURPOSE,Report to <NPC 681>,q10320200_00.qtd.json,10,
q10320200,11,QUEST_TEXT_TYPE_PURPOSE,Report to Mephis,q10320200_00.qtd.json,11,
q10320201,0,QUEST_TEXT_TYPE_NAME,Undercover: Military Police Encounter,q10320201_00.qtd.json,0,
q10320201,1,QUEST_TEXT_TYPE_ORDER,"Under the command of <NPC 681>, 
carry out missions and conduct undercover investigations.",q10320201_00.qtd.json,1,
q10320201,2,QUEST_TEXT_TYPE_PURPOSE,When ready speak with Mephis,q10320201_00.qtd.json,2,
q10320201,3,QUEST_TEXT_TYPE_PURPOSE,Speak with <NPC 681>,q10320201_00.qtd.json,3,
q10320201,4,QUEST_TEXT_TYPE_PURPOSE,Deliver a message to the soldier on guard duty <3 left>,q10320201_00.qtd.json,4,
q10320201,5,QUEST_TEXT_TYPE_PURPOSE,Deliver a message to the soldier on guard duty <2 left>,q10320201_00.qtd.json,5,
q10320201,6,QUEST_TEXT_TYPE_PURPOSE,Deliver a message to the soldier on guard duty <1 left>,q10320201_00.qtd.json,6,
q10320201,7,QUEST_TEXT_TYPE_PURPOSE,Listen to the circumstances of the dispute you encountered,q10320201_00.qtd.json,7,
q10320201,8,QUEST_TEXT_TYPE_PURPOSE,Resolve dispute by force.,q10320201_00.qtd.json,8,
q10320201,9,QUEST_TEXT_TYPE_PURPOSE,Repel the attacking Military Police,q10320201_00.qtd.json,9,
q10320201,10,QUEST_TEXT_TYPE_PURPOSE,Settle the dispute,q10320201_00.qtd.json,10,
q10320201,11,QUEST_TEXT_TYPE_PURPOSE,Give a message to a soldier,q10320201_00.qtd.json,11,
q10320201,12,QUEST_TEXT_TYPE_PURPOSE,Report to <NPC 681>,q10320201_00.qtd.json,12,
q10320201,13,QUEST_TEXT_TYPE_PURPOSE,Report to Mephis,q10320201_00.qtd.json,13,
q10320202,0,QUEST_TEXT_TYPE_NAME,Undercover: Encounter with the Already Known,q10320202_00.qtd.json,0,
q10320202,1,QUEST_TEXT_TYPE_ORDER,"Under the command of <NPC 681>, 
carry out missions and conduct undercover investigations.",q10320202_00.qtd.json,1,
q10320202,2,QUEST_TEXT_TYPE_PURPOSE,When ready speak with Mephis,q10320202_00.qtd.json,2,
q10320202,3,QUEST_TEXT_TYPE_PURPOSE,Speak with <NPC 681>,q10320202_00.qtd.json,3,
q10320202,4,QUEST_TEXT_TYPE_PURPOSE,Speak with Shem,q10320202_00.qtd.json,4,
q10320202,5,QUEST_TEXT_TYPE_PURPOSE,Speak with Ilmaz,q10320202_00.qtd.json,5,
q10320202,6,QUEST_TEXT_TYPE_PURPOSE,Go to the place where the commotion is happening.,q10320202_00.qtd.json,6,
q10320202,7,QUEST_TEXT_TYPE_PURPOSE,Pursue <NPC 699>,q10320202_00.qtd.json,7,
q10320202,8,QUEST_TEXT_TYPE_PURPOSE,Speak with the Military Police,q10320202_00.qtd.json,8,
q10320202,9,QUEST_TEXT_TYPE_PURPOSE,Report to <NPC 681>,q10320202_00.qtd.json,9,
q10320202,10,QUEST_TEXT_TYPE_PURPOSE,Report to Mephis,q10320202_00.qtd.json,10,
q10320300,0,QUEST_TEXT_TYPE_NAME,Intelligence Assessment: Skill Warm-Up,q10320300_00.qtd.json,0,
q10320300,1,QUEST_TEXT_TYPE_ORDER,"Conduct a thorough investigation at <STG 472> 
and gather information that can be used for interrogation.",q10320300_00.qtd.json,1,
q10320300,2,QUEST_TEXT_TYPE_PURPOSE,Talk to Mephis and go to Megado at night,q10320300_00.qtd.json,2,
q10320300,3,QUEST_TEXT_TYPE_PURPOSE,Speak with Mephis,q10320300_00.qtd.json,3,
q10320300,4,QUEST_TEXT_TYPE_PURPOSE,"Search Megado and collect ""evidence""
that can be used for interrogation",q10320300_00.qtd.json,4,
q10320300,5,QUEST_TEXT_TYPE_PURPOSE,Speak with Mephis and return,q10320300_00.qtd.json,5,
q10320300,6,QUEST_TEXT_TYPE_PURPOSE,Report to Mephis,q10320300_00.qtd.json,6,
q10320301,0,QUEST_TEXT_TYPE_NAME,"Intelligence Assessment: Dark Night Covering
Megado",q10320301_00.qtd.json,0,
